,Age,Gender,Stream,Internships,CGPA,Hostel,HistoryOfBacklogs,PlacedOrNot
1583,21,Male,Mechanical,0,8.0,No,No,1
1584,21,Male,Electrical,1,6.0,No,No,0
1585,20,Male,Computer Science,0,6.0,No,No,0
1586,20,Female,Mechanical,1,6.0,Yes,No,0
1587,21,Male,Computer Science,2,8.0,No,No,1
1588,22,Male,Computer Science,1,8.0,No,No,1
1589,23,Male,Electronics And Communication,0,7.0,No,No,0
1590,21,Female,Information Technology,0,8.0,No,No,1
1591,23,Male,Computer Science,1,6.0,No,No,0
1592,23,Male,Civil,0,8.0,No,No,1
1593,22,Male,Electronics And Communication,0,7.0,No,No,0
1594,22,Male,Information Technology,0,6.0,No,No,0
1595,21,Male,Mechanical,0,8.0,Yes,Yes,1
1596,22,Female,Electronics And Communication,1,6.0,Yes,Yes,0
1597,22,Male,Civil,0,7.0,No,No,0
1598,22,Male,Information Technology,1,6.0,Yes,No,0
1599,23,Female,Mechanical,1,7.0,Yes,No,0
1600,22,Male,Electronics And Communication,1,8.0,No,No,1
1601,20,Female,Mechanical,1,8.0,Yes,No,1
1602,21,Male,Civil,0,7.0,No,No,0
1603,20,Male,Mechanical,1,7.0,Yes,No,0
1604,22,Male,Computer Science,0,7.0,No,No,0
1605,21,Male,Computer Science,2,6.0,No,No,1
1606,23,Male,Computer Science,1,8.0,No,No,1
1607,20,Male,Electronics And Communication,1,8.0,Yes,Yes,1
1608,22,Female,Computer Science,1,6.0,Yes,No,0
1609,20,Male,Mechanical,0,8.0,Yes,No,1
1610,21,Male,Electronics And Communication,0,7.0,No,No,0
1611,22,Male,Electronics And Communication,0,8.0,No,No,1
1612,21,Male,Mechanical,0,7.0,Yes,No,0
1613,23,Male,Electronics And Communication,0,6.0,No,No,0
1614,21,Male,Electrical,0,7.0,No,No,0
1615,21,Male,Information Technology,1,6.0,Yes,No,0
1616,20,Male,Mechanical,0,6.0,Yes,Yes,0
1617,21,Male,Computer Science,1,6.0,No,No,0
1618,21,Male,Electrical,0,6.0,No,No,0
1619,22,Male,Civil,0,7.0,No,No,0
1620,22,Male,Computer Science,1,6.0,No,No,0
1621,21,Male,Information Technology,2,8.0,No,No,1
1622,23,Male,Computer Science,2,8.0,No,No,1
1623,22,Male,Mechanical,0,8.0,Yes,No,1
1624,21,Male,Computer Science,1,8.0,No,No,1
1625,21,Female,Computer Science,0,7.0,Yes,Yes,0
1626,23,Male,Computer Science,0,6.0,No,No,0
1627,20,Male,Information Technology,0,7.0,No,Yes,0
1628,23,Male,Computer Science,0,6.0,No,No,0
1629,23,Male,Electrical,1,7.0,No,No,1
1630,21,Female,Information Technology,1,6.0,No,No,0
1631,21,Male,Information Technology,2,7.0,No,No,1
1632,22,Male,Mechanical,1,7.0,Yes,Yes,0
1633,21,Male,Information Technology,1,7.0,Yes,No,0
1634,21,Male,Civil,0,7.0,Yes,No,0
1635,21,Female,Electronics And Communication,1,7.0,Yes,No,0
1636,20,Male,Computer Science,0,7.0,No,No,0
1637,20,Male,Information Technology,0,6.0,No,No,0
1638,20,Female,Electrical,1,7.0,No,Yes,1
1639,20,Male,Information Technology,0,7.0,No,No,0
1640,22,Male,Electronics And Communication,1,8.0,No,Yes,1
1641,23,Female,Information Technology,0,7.0,No,No,0
1642,20,Male,Electronics And Communication,2,7.0,No,No,1
1643,22,Male,Computer Science,0,6.0,No,No,0
1644,21,Male,Electronics And Communication,0,8.0,No,No,1
1645,21,Male,Computer Science,0,6.0,No,No,0
1646,22,Male,Information Technology,0,8.0,No,Yes,1
1647,22,Male,Computer Science,0,6.0,No,No,0
1648,22,Male,Mechanical,0,6.0,Yes,No,0
1649,22,Male,Information Technology,2,6.0,No,No,1
1650,21,Male,Information Technology,1,7.0,No,No,0
1651,22,Female,Electrical,0,8.0,No,No,1
1652,23,Female,Electrical,0,6.0,No,No,0
1653,21,Female,Electrical,1,8.0,No,Yes,1
1654,22,Female,Mechanical,1,6.0,Yes,No,0
1655,20,Male,Information Technology,2,8.0,No,No,1
1656,23,Male,Information Technology,0,8.0,No,No,1
1657,21,Female,Computer Science,1,6.0,Yes,No,0
1658,21,Male,Computer Science,0,6.0,No,No,0
1659,21,Male,Information Technology,1,8.0,No,No,1
1660,23,Male,Mechanical,1,8.0,Yes,No,1
1661,22,Male,Electronics And Communication,0,7.0,No,No,0
1662,23,Male,Information Technology,0,7.0,No,No,0
1663,23,Male,Information Technology,2,6.0,No,No,1
1664,20,Male,Mechanical,0,8.0,Yes,No,1
1665,20,Male,Information Technology,0,8.0,No,No,1
1666,22,Male,Computer Science,2,8.0,No,Yes,1
1667,22,Male,Information Technology,1,7.0,No,No,1
1668,21,Male,Information Technology,0,7.0,No,No,1
1669,20,Male,Computer Science,1,8.0,No,No,1
1670,20,Male,Electrical,2,7.0,Yes,No,1
1671,21,Male,Information Technology,0,7.0,No,No,0
1672,21,Male,Computer Science,1,7.0,No,No,1
1673,20,Female,Computer Science,0,8.0,Yes,No,1
1674,21,Female,Civil,1,8.0,No,Yes,1
1675,21,Female,Computer Science,1,8.0,Yes,No,1
1676,22,Male,Information Technology,0,7.0,No,No,0
1677,20,Male,Electronics And Communication,0,8.0,No,No,1
1678,22,Male,Electronics And Communication,1,7.0,No,No,0
1679,21,Male,Computer Science,0,8.0,No,No,1
1680,22,Male,Computer Science,0,7.0,No,No,0
1681,21,Male,Computer Science,1,8.0,No,No,1
1682,20,Male,Information Technology,1,8.0,No,No,1
1683,22,Female,Mechanical,1,8.0,Yes,No,1
1684,22,Female,Computer Science,0,8.0,Yes,No,1
1685,21,Male,Electrical,0,8.0,No,No,1
1686,22,Male,Mechanical,0,8.0,Yes,No,1
1687,22,Female,Computer Science,1,7.0,Yes,No,1
1688,22,Male,Computer Science,0,8.0,No,Yes,1
1689,21,Male,Information Technology,0,7.0,No,No,0
1690,22,Male,Information Technology,0,7.0,No,No,0
1691,21,Male,Civil,1,7.0,No,No,0
1692,20,Female,Information Technology,1,8.0,Yes,No,1
1693,21,Male,Electronics And Communication,1,8.0,No,Yes,1
1694,21,Male,Information Technology,2,7.0,No,Yes,0
1695,22,Female,Computer Science,1,8.0,Yes,Yes,1
1696,21,Male,Computer Science,1,8.0,No,No,1
1697,21,Male,Electrical,0,8.0,No,No,1
1698,20,Male,Computer Science,0,7.0,No,Yes,0
1699,20,Male,Computer Science,1,7.0,No,No,0
1700,22,Male,Electronics And Communication,0,7.0,No,No,0
1701,20,Female,Information Technology,1,7.0,Yes,No,1
1702,20,Male,Information Technology,0,7.0,No,Yes,1
1703,22,Male,Electronics And Communication,2,8.0,No,No,1
1704,22,Male,Electronics And Communication,1,8.0,Yes,Yes,1
1705,22,Male,Information Technology,0,8.0,No,Yes,1
1706,20,Male,Mechanical,1,8.0,Yes,No,1
1707,20,Male,Information Technology,1,8.0,Yes,Yes,1
1708,20,Male,Mechanical,1,7.0,Yes,Yes,0
1709,22,Female,Computer Science,1,7.0,Yes,No,0
1710,20,Male,Computer Science,1,8.0,No,No,1
1711,21,Male,Civil,0,7.0,No,No,0
1712,22,Male,Electrical,0,7.0,No,No,0
1713,21,Male,Information Technology,0,8.0,No,No,1
1714,22,Male,Computer Science,1,8.0,No,No,1
1715,20,Male,Computer Science,1,7.0,No,No,0
1716,22,Male,Computer Science,0,7.0,No,No,0
1717,21,Male,Information Technology,1,8.0,Yes,No,1
1718,20,Male,Information Technology,1,8.0,Yes,No,1
1719,20,Male,Civil,1,8.0,No,No,1
1720,21,Male,Computer Science,0,7.0,No,No,0
1721,22,Male,Information Technology,0,8.0,No,No,1
1722,20,Female,Computer Science,1,8.0,Yes,No,1
1723,21,Male,Computer Science,1,8.0,No,No,1
1724,20,Male,Electronics And Communication,0,8.0,No,No,1
1725,21,Male,Computer Science,1,8.0,No,No,1
1726,20,Male,Mechanical,0,8.0,Yes,Yes,1
1727,21,Male,Electrical,0,7.0,No,No,0
1728,20,Male,Computer Science,2,8.0,No,No,1
1729,21,Male,Computer Science,1,7.0,No,Yes,0
1730,22,Male,Computer Science,0,8.0,No,No,1
1731,21,Male,Information Technology,0,7.0,No,No,0
1732,21,Male,Mechanical,1,8.0,Yes,No,1
1733,22,Male,Computer Science,2,7.0,No,No,0
1734,20,Male,Computer Science,1,7.0,No,No,0
1735,22,Male,Information Technology,1,7.0,Yes,No,0
1736,21,Male,Mechanical,0,8.0,Yes,No,1
1737,20,Male,Information Technology,1,7.0,No,No,0
1738,22,Male,Information Technology,1,8.0,No,No,1
1739,20,Male,Computer Science,0,8.0,No,No,1
1740,21,Male,Electronics And Communication,0,7.0,No,No,1
1741,21,Male,Electrical,1,8.0,No,No,1
1742,22,Male,Computer Science,0,7.0,No,No,0
1743,21,Female,Electronics And Communication,0,8.0,No,No,1
1744,20,Male,Mechanical,0,8.0,Yes,No,1
1745,21,Male,Electrical,1,7.0,Yes,Yes,1
1746,20,Male,Computer Science,0,8.0,No,Yes,1
1747,22,Male,Computer Science,0,6.0,No,No,0
1748,20,Male,Electrical,0,8.0,No,Yes,1
1749,22,Female,Electrical,0,6.0,No,No,0
1750,22,Male,Information Technology,1,6.0,No,No,0
1751,21,Male,Electronics And Communication,0,6.0,No,Yes,0
1752,20,Male,Computer Science,0,7.0,No,Yes,0
1753,20,Male,Information Technology,1,7.0,No,No,0
1754,21,Male,Information Technology,0,8.0,No,No,1
1755,21,Male,Computer Science,1,8.0,No,No,1
1756,22,Male,Electronics And Communication,0,7.0,No,No,0
1757,22,Male,Electronics And Communication,0,6.0,No,No,0
1758,22,Male,Electronics And Communication,1,8.0,No,Yes,1
1759,22,Male,Computer Science,1,7.0,No,No,0
1760,20,Male,Computer Science,0,6.0,No,Yes,0
1761,22,Female,Mechanical,1,6.0,Yes,No,0
1762,21,Male,Information Technology,0,6.0,No,Yes,0
1763,20,Male,Computer Science,0,7.0,No,No,0
1764,20,Male,Information Technology,0,6.0,No,No,0
1765,20,Male,Information Technology,1,8.0,No,No,1
1766,21,Male,Civil,0,7.0,No,No,0
1767,20,Male,Computer Science,2,7.0,No,No,1
1768,20,Male,Electrical,1,6.0,No,No,0
1769,22,Male,Computer Science,1,8.0,No,No,1
1770,22,Female,Electrical,0,7.0,Yes,Yes,0
1771,22,Male,Mechanical,2,7.0,Yes,No,0
1772,20,Male,Computer Science,1,6.0,No,No,0
1773,21,Male,Electrical,1,7.0,No,No,1
1774,20,Male,Mechanical,0,8.0,Yes,No,1
1775,22,Male,Computer Science,1,7.0,No,No,0
1776,22,Male,Information Technology,0,6.0,No,No,0
1777,21,Male,Information Technology,0,8.0,No,No,1
1778,21,Male,Information Technology,1,6.0,No,No,0
1779,21,Male,Electronics And Communication,2,8.0,Yes,Yes,1
1780,21,Male,Computer Science,0,8.0,No,No,1
1781,20,Male,Electrical,0,8.0,No,No,1
1782,20,Male,Information Technology,0,6.0,No,No,0
1783,20,Male,Electronics And Communication,2,6.0,No,No,1
1784,21,Male,Electrical,1,8.0,No,No,1
1785,22,Male,Electrical,0,7.0,No,No,0
1786,21,Male,Information Technology,2,7.0,No,Yes,0
1787,21,Male,Information Technology,2,6.0,No,No,1
1788,20,Male,Mechanical,0,6.0,Yes,No,0
1789,21,Male,Electrical,0,7.0,No,No,0
1790,22,Male,Information Technology,2,6.0,No,No,1
1791,21,Female,Computer Science,0,8.0,Yes,No,1
1792,21,Male,Electronics And Communication,0,8.0,No,No,1
1793,20,Female,Electrical,0,8.0,Yes,Yes,1
1794,21,Female,Computer Science,0,6.0,Yes,Yes,0
1795,21,Male,Computer Science,2,6.0,No,No,1
1796,22,Male,Computer Science,2,8.0,No,No,1
1797,20,Male,Electrical,1,7.0,No,No,1
1798,20,Male,Electrical,0,6.0,Yes,Yes,0
1799,21,Male,Computer Science,0,8.0,No,Yes,1
1800,22,Male,Civil,1,7.0,No,No,0
1801,22,Male,Information Technology,0,6.0,No,Yes,0
1802,21,Male,Civil,1,6.0,No,No,0
1803,21,Female,Computer Science,2,7.0,Yes,No,1
1804,20,Male,Electronics And Communication,1,7.0,No,No,1
1805,20,Male,Mechanical,0,8.0,Yes,Yes,1
1806,20,Female,Information Technology,1,8.0,No,No,1
1807,21,Male,Computer Science,0,6.0,No,No,0
1808,20,Male,Information Technology,1,7.0,No,No,0
1809,22,Male,Computer Science,2,7.0,No,No,0
1810,21,Male,Electronics And Communication,1,8.0,Yes,Yes,1
1811,20,Male,Information Technology,2,7.0,No,No,1
1812,21,Male,Information Technology,1,9.0,No,Yes,1
1813,20,Female,Computer Science,1,6.0,Yes,Yes,1
1814,20,Male,Information Technology,0,6.0,No,No,0
1815,21,Male,Computer Science,0,5.0,No,Yes,0
1816,21,Male,Electrical,0,7.0,No,No,0
1817,22,Male,Information Technology,1,6.0,No,No,1
1818,22,Male,Computer Science,1,9.0,No,No,1
1819,21,Male,Computer Science,1,7.0,No,Yes,1
1820,21,Female,Information Technology,1,5.0,No,No,0
1821,22,Male,Electrical,0,5.0,Yes,No,0
1822,22,Male,Mechanical,0,5.0,Yes,No,0
1823,21,Male,Electronics And Communication,0,9.0,No,No,1
1824,21,Male,Electrical,1,5.0,No,No,0
1825,20,Male,Electrical,0,5.0,No,No,0
1826,21,Female,Civil,1,8.0,No,No,1
1827,20,Male,Computer Science,0,8.0,No,Yes,1
1828,22,Male,Information Technology,2,5.0,No,No,0
1829,20,Male,Mechanical,0,6.0,Yes,No,0
1830,22,Male,Civil,1,7.0,No,No,0
1831,22,Male,Electronics And Communication,0,5.0,No,No,0
1832,22,Male,Information Technology,1,9.0,No,Yes,1
1833,21,Male,Electronics And Communication,1,7.0,No,Yes,1
1834,21,Male,Computer Science,1,8.0,No,No,1
1835,22,Male,Computer Science,1,6.0,No,No,1
1836,22,Male,Electronics And Communication,1,9.0,Yes,Yes,1
1837,22,Male,Computer Science,0,6.0,No,No,1
1838,22,Female,Computer Science,0,9.0,Yes,No,1
1839,20,Male,Mechanical,1,9.0,Yes,No,1
1840,21,Male,Computer Science,0,9.0,No,No,1
1841,21,Male,Electrical,1,9.0,No,No,1
1842,20,Male,Civil,0,8.0,Yes,No,1
1843,20,Male,Information Technology,0,8.0,No,No,1
1844,20,Male,Computer Science,0,5.0,No,No,0
1845,20,Male,Information Technology,1,7.0,No,No,1
1846,22,Male,Civil,0,9.0,Yes,No,1
1847,20,Male,Mechanical,0,7.0,Yes,Yes,1
1848,21,Male,Information Technology,0,7.0,No,No,0
1849,20,Male,Computer Science,1,8.0,No,No,1
1850,21,Male,Information Technology,1,8.0,Yes,No,1
1851,21,Male,Civil,0,6.0,No,No,0
1852,22,Male,Electrical,0,8.0,No,No,1
1853,22,Male,Computer Science,1,9.0,No,No,1
1854,20,Female,Civil,1,9.0,Yes,No,1
1855,21,Male,Mechanical,0,6.0,Yes,No,1
1856,20,Male,Computer Science,2,7.0,No,Yes,1
1857,21,Male,Computer Science,0,5.0,No,No,0
1858,21,Female,Electronics And Communication,0,7.0,No,No,0
1859,21,Male,Information Technology,0,6.0,No,No,0
1860,22,Male,Information Technology,1,5.0,Yes,No,0
1861,21,Male,Electrical,0,5.0,Yes,No,0
1862,20,Female,Computer Science,0,9.0,Yes,Yes,1
1863,21,Male,Computer Science,1,6.0,No,No,1
1864,22,Male,Information Technology,1,5.0,No,No,0
1865,21,Male,Electronics And Communication,0,7.0,No,No,0
1866,22,Male,Mechanical,0,5.0,No,No,0
1867,21,Male,Computer Science,2,7.0,No,No,0
1868,22,Male,Mechanical,0,8.0,Yes,No,1
1869,20,Male,Mechanical,1,9.0,Yes,No,1
1870,20,Male,Civil,2,9.0,Yes,No,1
1871,21,Male,Mechanical,1,8.0,Yes,No,1
1872,22,Male,Electronics And Communication,1,7.0,Yes,Yes,1
1873,22,Female,Computer Science,1,6.0,Yes,No,0
1874,20,Male,Computer Science,0,6.0,No,No,0
1875,21,Male,Computer Science,1,6.0,No,No,0
1876,21,Female,Electrical,0,7.0,Yes,Yes,0
1877,20,Male,Computer Science,1,8.0,No,No,1
1878,21,Male,Civil,1,6.0,No,No,0
1879,20,Male,Electronics And Communication,1,6.0,No,No,0
1880,21,Male,Mechanical,1,6.0,Yes,Yes,0
1881,21,Male,Civil,0,7.0,Yes,No,0
1882,21,Female,Information Technology,1,7.0,No,No,1
1883,21,Male,Information Technology,2,7.0,No,No,1
1884,20,Male,Electrical,0,6.0,No,No,0
1885,20,Female,Computer Science,0,7.0,Yes,Yes,1
1886,20,Male,Computer Science,0,6.0,No,Yes,1
1887,21,Female,Computer Science,1,8.0,Yes,No,1
1888,20,Male,Computer Science,0,7.0,No,No,0
1889,20,Male,Electrical,1,6.0,No,No,1
1890,21,Male,Electrical,0,7.0,No,No,0
1891,20,Male,Computer Science,0,8.0,No,Yes,1
1892,22,Male,Electronics And Communication,1,6.0,No,No,0
1893,22,Male,Information Technology,0,7.0,No,No,1
1894,20,Male,Mechanical,0,6.0,Yes,Yes,0
1895,20,Male,Mechanical,0,7.0,Yes,No,0
1896,21,Male,Computer Science,0,8.0,No,No,1
1897,22,Male,Civil,0,8.0,No,No,1
1898,22,Male,Computer Science,1,8.0,No,No,1
1899,22,Male,Electrical,0,8.0,No,No,1
1900,21,Male,Electronics And Communication,0,6.0,No,No,0
1901,20,Male,Electrical,0,6.0,No,No,0
1902,20,Male,Electronics And Communication,1,8.0,No,No,1
1903,22,Male,Computer Science,1,6.0,No,No,1
1904,20,Male,Information Technology,1,6.0,No,Yes,0
1905,21,Male,Electrical,0,6.0,No,No,0
1906,21,Female,Mechanical,1,6.0,No,No,0
1907,22,Male,Mechanical,0,8.0,No,No,1
1908,21,Male,Computer Science,1,8.0,No,No,1
1909,21,Male,Electronics And Communication,0,8.0,No,No,1
1910,21,Male,Civil,1,6.0,No,No,0
1911,20,Male,Electronics And Communication,1,7.0,No,No,1
1912,20,Female,Computer Science,0,7.0,Yes,No,0
1913,22,Female,Civil,1,6.0,No,No,0
1914,20,Male,Computer Science,1,7.0,No,No,1
1915,22,Male,Information Technology,1,6.0,No,No,1
1916,22,Male,Computer Science,1,7.0,No,No,0
1917,21,Male,Civil,0,8.0,No,No,1
1918,20,Male,Civil,1,8.0,No,No,1
1919,21,Male,Electronics And Communication,2,8.0,No,No,1
1920,20,Female,Computer Science,0,6.0,Yes,Yes,0
1921,21,Male,Electrical,1,7.0,No,No,1
1922,22,Male,Computer Science,1,7.0,No,No,0
1923,20,Male,Computer Science,2,7.0,No,No,1
1924,20,Male,Computer Science,2,6.0,No,No,1
1925,22,Male,Information Technology,1,8.0,Yes,No,1
1926,22,Male,Mechanical,0,8.0,No,No,1
1927,22,Female,Electronics And Communication,1,7.0,Yes,No,0
1928,20,Male,Electrical,0,8.0,No,Yes,1
1929,21,Male,Information Technology,1,8.0,Yes,No,1
1930,21,Male,Computer Science,0,6.0,No,No,0
1931,21,Male,Information Technology,0,6.0,No,No,0
1932,21,Male,Information Technology,0,8.0,No,No,1
1933,20,Female,Civil,1,6.0,No,Yes,0
1934,20,Female,Information Technology,0,6.0,No,No,0
1935,22,Male,Mechanical,1,8.0,Yes,No,1
1936,22,Female,Electrical,0,7.0,No,No,0
1937,21,Male,Information Technology,1,7.0,No,No,0
1938,20,Female,Computer Science,1,8.0,Yes,No,1
1939,20,Male,Information Technology,1,7.0,No,No,0
1940,22,Female,Electronics And Communication,1,7.0,No,No,0
1941,20,Male,Civil,0,7.0,No,No,0
1942,20,Male,Electronics And Communication,1,6.0,No,No,0
1943,21,Female,Information Technology,0,6.0,No,No,0
1944,21,Male,Information Technology,0,7.0,No,No,0
1945,20,Female,Electronics And Communication,0,7.0,No,No,1
1946,21,Male,Information Technology,0,8.0,No,No,1
1947,21,Male,Computer Science,1,6.0,No,No,0
1948,20,Male,Civil,0,8.0,No,No,1
1949,22,Male,Civil,1,7.0,No,No,0
1950,20,Male,Information Technology,0,6.0,No,No,0
1951,22,Male,Civil,0,7.0,No,No,0
1952,21,Male,Civil,0,7.0,No,No,0
1953,22,Male,Information Technology,0,7.0,No,No,0
1954,21,Male,Information Technology,1,8.0,No,No,1
1955,21,Male,Electronics And Communication,1,7.0,No,Yes,1
1956,22,Female,Computer Science,2,8.0,Yes,No,1
1957,22,Male,Computer Science,0,8.0,No,No,1
1958,20,Male,Computer Science,1,7.0,No,No,0
1959,20,Male,Electronics And Communication,1,6.0,No,No,0
1960,22,Male,Computer Science,0,6.0,No,No,0
1961,20,Male,Electronics And Communication,0,6.0,No,No,0
1962,22,Male,Mechanical,0,6.0,Yes,No,0
1963,21,Male,Information Technology,0,7.0,No,No,0
1964,21,Female,Electronics And Communication,0,7.0,No,No,0
1965,20,Male,Electronics And Communication,0,8.0,No,Yes,1
1966,20,Female,Electronics And Communication,2,8.0,No,No,1
1967,22,Female,Computer Science,1,7.0,Yes,No,0
1968,22,Female,Mechanical,1,6.0,Yes,No,0
1969,22,Female,Electronics And Communication,0,8.0,No,No,1
1970,20,Male,Computer Science,2,7.0,No,No,1
1971,21,Male,Mechanical,0,8.0,Yes,No,1
1972,22,Male,Computer Science,1,6.0,No,No,0
1973,20,Male,Electrical,0,6.0,No,No,0
1974,20,Male,Information Technology,1,6.0,No,No,0
1975,20,Male,Information Technology,0,6.0,No,No,0
1976,20,Male,Information Technology,1,6.0,No,No,0
1977,20,Male,Electronics And Communication,0,6.0,No,No,0
1978,22,Male,Civil,1,8.0,No,No,1
1979,20,Male,Electronics And Communication,1,6.0,No,No,0
1980,20,Male,Electrical,0,6.0,No,No,0
1981,20,Male,Information Technology,0,8.0,No,Yes,1
1982,22,Female,Civil,1,6.0,No,No,0
1983,22,Male,Civil,1,6.0,No,No,0
1984,21,Male,Electrical,0,8.0,No,No,1
1985,22,Female,Information Technology,0,6.0,No,No,0
1986,20,Male,Electronics And Communication,1,7.0,No,No,0
1987,21,Male,Computer Science,2,7.0,No,No,1
1988,22,Female,Information Technology,1,7.0,No,No,0
1989,21,Male,Electronics And Communication,0,7.0,No,No,1
1990,21,Male,Computer Science,1,6.0,No,No,0
1991,21,Male,Electronics And Communication,1,8.0,No,Yes,1
1992,21,Male,Computer Science,0,7.0,No,Yes,0
1993,20,Male,Civil,0,7.0,Yes,No,0
1994,21,Female,Information Technology,0,8.0,No,No,1
1995,20,Male,Computer Science,0,6.0,No,No,0
1996,22,Male,Civil,0,8.0,Yes,No,1
1997,20,Male,Computer Science,0,8.0,No,No,1
1998,20,Female,Mechanical,1,7.0,No,No,0
1999,22,Female,Computer Science,1,8.0,Yes,No,1
2000,22,Male,Information Technology,0,6.0,No,No,0
2001,20,Male,Civil,0,8.0,Yes,No,1
2002,22,Male,Computer Science,1,6.0,No,No,0
2003,21,Male,Electrical,1,6.0,No,No,0
2004,21,Male,Mechanical,0,8.0,Yes,No,1
2005,20,Male,Computer Science,0,6.0,No,No,0
2006,20,Male,Mechanical,1,6.0,Yes,No,0
2007,20,Male,Computer Science,1,8.0,No,No,1
2008,20,Male,Mechanical,2,6.0,Yes,No,1
2009,20,Male,Computer Science,0,7.0,No,Yes,0
2010,20,Male,Computer Science,0,6.0,No,No,0
2011,20,Male,Computer Science,0,6.0,No,No,0
2012,21,Male,Computer Science,1,8.0,No,No,1
2013,20,Male,Electronics And Communication,1,6.0,Yes,Yes,0
2014,20,Female,Civil,1,7.0,No,No,0
2015,21,Female,Information Technology,0,6.0,No,No,0
2016,22,Male,Electrical,1,7.0,Yes,Yes,0
2017,22,Male,Mechanical,1,6.0,Yes,No,0
2018,21,Male,Mechanical,0,6.0,Yes,Yes,0
2019,20,Male,Information Technology,0,7.0,No,Yes,0
2020,22,Male,Mechanical,1,7.0,Yes,No,0
2021,22,Male,Civil,0,8.0,Yes,No,1
2022,22,Female,Electronics And Communication,0,6.0,No,No,0
2023,22,Male,Electronics And Communication,1,6.0,No,No,0
2024,22,Male,Information Technology,2,8.0,No,No,1
2025,20,Male,Computer Science,1,8.0,No,No,1
2026,20,Male,Electronics And Communication,0,6.0,No,No,0
2027,22,Male,Information Technology,0,8.0,No,Yes,1
2028,21,Male,Electrical,1,8.0,No,No,1
2029,21,Male,Civil,0,7.0,No,Yes,0
2030,22,Male,Mechanical,0,6.0,Yes,Yes,0
2031,20,Male,Information Technology,0,8.0,No,No,1
2032,22,Female,Computer Science,2,7.0,Yes,No,0
2033,22,Male,Mechanical,0,6.0,Yes,No,0
2034,20,Male,Civil,0,6.0,No,No,0
2035,20,Male,Computer Science,1,7.0,No,No,0
2036,21,Male,Computer Science,2,6.0,No,No,1
2037,20,Male,Computer Science,0,7.0,No,No,0
2038,21,Male,Electrical,1,6.0,No,No,0
2039,22,Male,Mechanical,0,6.0,Yes,No,0
2040,21,Male,Electrical,0,7.0,Yes,No,0
2041,22,Male,Electronics And Communication,0,8.0,No,No,1
2042,21,Male,Electrical,0,7.0,No,No,0
2043,22,Male,Electronics And Communication,1,6.0,No,No,0
2044,20,Male,Mechanical,1,8.0,Yes,No,1
2045,21,Male,Computer Science,1,6.0,No,No,0
2046,20,Male,Civil,1,8.0,No,No,1
2047,22,Male,Civil,0,6.0,No,No,0
2048,21,Male,Computer Science,0,8.0,No,Yes,1
2049,21,Male,Civil,0,6.0,Yes,No,0
2050,22,Male,Civil,0,6.0,Yes,No,0
2051,21,Male,Computer Science,1,6.0,No,No,0
2052,20,Male,Computer Science,1,7.0,No,No,0
2053,20,Male,Information Technology,1,8.0,No,No,1
2054,20,Male,Computer Science,1,6.0,No,No,0
2055,22,Male,Mechanical,0,8.0,No,No,1
2056,20,Male,Mechanical,0,8.0,Yes,No,1
2057,22,Male,Information Technology,0,6.0,No,No,0
2058,22,Male,Computer Science,1,7.0,No,No,0
2059,22,Male,Information Technology,0,6.0,No,No,0
2060,21,Male,Computer Science,0,7.0,No,No,0
2061,22,Male,Mechanical,1,6.0,No,No,0
2062,20,Male,Electronics And Communication,1,7.0,No,No,0
2063,22,Male,Civil,0,7.0,No,No,0
2064,21,Male,Electrical,0,8.0,No,No,1
2065,20,Male,Mechanical,0,7.0,Yes,Yes,0
2066,21,Male,Information Technology,1,6.0,No,No,0
2067,22,Male,Civil,1,6.0,Yes,No,0
2068,22,Male,Information Technology,1,8.0,No,No,1
2069,21,Female,Mechanical,1,6.0,Yes,Yes,0
2070,21,Male,Electrical,0,7.0,No,No,0
2071,20,Male,Electrical,0,8.0,No,Yes,1
2072,20,Male,Mechanical,1,8.0,Yes,No,1
2073,21,Male,Information Technology,0,6.0,No,Yes,0
2074,22,Male,Information Technology,1,7.0,No,No,0
2075,22,Male,Civil,1,8.0,No,No,1
2076,21,Male,Computer Science,1,7.0,No,No,0
2077,21,Male,Information Technology,0,7.0,No,No,0
2078,22,Female,Electronics And Communication,2,7.0,No,No,0
2079,21,Male,Electrical,1,7.0,No,Yes,1
2080,22,Male,Information Technology,0,6.0,No,Yes,0
2081,21,Male,Electronics And Communication,1,6.0,Yes,Yes,0
2082,21,Male,Computer Science,0,6.0,No,Yes,0
2083,20,Male,Information Technology,0,7.0,No,No,0
2084,20,Male,Electrical,0,7.0,Yes,No,0
2085,21,Male,Civil,0,8.0,Yes,No,1
2086,21,Male,Electronics And Communication,0,8.0,No,Yes,1
2087,22,Male,Computer Science,2,7.0,No,No,0
2088,22,Male,Electronics And Communication,1,6.0,No,No,0
2089,21,Male,Information Technology,0,6.0,No,No,0
2090,21,Male,Information Technology,0,6.0,No,No,0
2091,20,Male,Information Technology,0,6.0,No,No,0
2092,21,Female,Electronics And Communication,0,7.0,No,No,0
2093,22,Male,Information Technology,0,7.0,No,Yes,0
2094,21,Male,Computer Science,0,7.0,No,Yes,0
2095,22,Male,Computer Science,2,6.0,No,No,1
2096,20,Male,Information Technology,0,7.0,No,Yes,0
2097,21,Male,Mechanical,0,8.0,Yes,No,1
2098,21,Female,Electrical,1,7.0,No,No,1
2099,20,Male,Electrical,2,7.0,No,No,1
